date,priority,headline,time_ago,link,title,address,clean_address,latlng,case,content
2019-04-13 02:56:00,Community,Advisory Discharge of Firearm ,"Entered: 3 months, 1 week ago",/alert/7224152/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['On 04/13/19 at approximately 2:06 AM, UCPD and the Berkeley Police Department received reports of gunshots on the 2500 block of Durant Ave. Officers from UCPD and the Berkeley Police Department responded to the area and four individuals were arrested. We do not believe there are any involved suspects still at large.', 'If you have any information about this crime, please contact:', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 911 or 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD.', 'Community Advisories are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These advisories provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the advisory.']"
2019-04-12 09:57:00,Community,"Advisory
Discharge of Firearm
on Berkeley Public Street
 ","Entered: 3 months, 1 week ago",/alert/7221744/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['On 4/12/19 at approximately 1:37 AM, UCPD received reports of 6 gunshots on the 2500 block of Durant Ave. Witnesses described a male suspect with a grey hoodie discharging a firearm. It is unknown if there was an intended target. The suspect then fled in a black Mazda sedan driven by a female driver, southbound on Bowditch St from Durant Ave. UCPD and BPD officers responded to the area. No victims came forward or were located. Later at approximately 0210 hours, UCPD received reports of 3 gunshots on the 2300 block of Piedmont Ave. UCPD and BPD officers responded to the scene and found no victims or suspects. Then, at 0217 hours, UCPD again received another report of 1 gunshot on the 2500 block of Warring St. Officers again responded to the area and found no victims or suspects.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 911 or 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Community Advisories are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These advisories provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the advisory.']"
2019-04-03 01:44:00,Advisory,Timely Warning ,"Entered: 3 months, 2 weeks ago",/alert/7205528/,Strong-Arm Robbery,"Sign-Post 16, Grizzly Peak Blvd","Grizzly Peak Blvd, Berkeley, CA, USA","(37.890722, -122.2529829)",UCPD Case # 19-00891,"['On 4/2/2019, UCPD received a report of a robbery that occurred on 3/30/2019 at approximately 3:30 AM. The victim stated that he and some friends were at the turn-out at Sign Post 16 on Grizzly Peak Boulevard enjoying the view. He went down the west embankment away from his friends in order to take pictures with his phone. He was confronted by two suspects who physically assaulted him via punch and kick and took his phone. Additional suspects blocked his retreat back up the embankment, so he fled west further down the embankment to escape. The victim believes there were approximately five suspects. The victim was not affiliated with UC Berkeley. He suffered bruises and abrasions from the assault.', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group.', 'Be alert and aware of your surroundings.', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target.', 'If you need help dial 911 or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-03-22 09:09:00,Community,Crime Advisory ,Entered: 4 months ago,/alert/7184402/,Robbery,Shattuck Ave at Addison Street,"Shattuck Ave & Addison St, Berkeley, CA 94704, USA","(37.87116830000001, -122.2682847)",BPD Case # 19-14381,"['City of Berkeley Police Department Jurisdiction', 'On 3-18-2019 at approximately 2:30 AM, a male UC student and his female friend were walking southbound on Shattuck Avenue near Addison Street. The male victim was wearing his backpack and carrying his friend’s shoulder bag. The victim was approached by two male suspects who were in their late teens or early 20s. The suspects wanted the backpack and shoulder bag. One of the suspects brandished a handgun at the victims. The suspects took the two bags and then fled westbound on Addison Street.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Be alert and aware of your surroundings', 'Avoid dark, vacant or deserted areas', 'If you sense danger, consider the following options:\t', 'Move away from the threat', 'Cross the street and increase your pace', 'Join a group of people or enter an open business establishment', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-03-22 06:34:00,Advisory,Timely Warning ,Entered: 4 months ago,/alert/7184108/,Strong Arm Robbery,Tang Center,"Tang Center, 2222 Bancroft Way, Berkeley, CA 94720, USA","(37.8676679, -122.2642858)",UCPD Case # ,"['19-00805', ""On March 21, 2019 at approx 7:06 PM the victim (non-affiliate) was approached by two male suspects while he was sitting in the north courtyard area of the Univeersity Health Services at 2222 Bancroft Way. One suspect attempted to grab the victim's backpack from his hands and a struggle ensued. The victim was punched several times in the face and he let go of the backpack. The second suspect then grabbed the backpack and ran away with it. The victim still had possession of the laptop and there was no property of value in the backpack. The backpack was later found near the AquaticsParking Lot. The victim sought his own medical treatment. UCPD and BPD checked the area for suspects."", 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 911 or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-03-19 09:36:00,Advisory,Timely Warning ,Entered: 4 months ago,/alert/7178672/,Strong-Arm Robbery,2300 College Avenue,"2300 College Ave, Berkeley, CA 94704, USA","(37.869146, -122.254859)",BPD Case # 19-14575 ,"['Campus Crime Alerts are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety.', 'City of Berkeley Police Department Jurisdiction', 'On March 18', 'th', ' 2019 at about 10:40 PM, two male suspects forcibly stole two laptop computers from two separate victims located inside Café Strada (2300 College Ave). The victims were not injured during the robbery and one laptop was recovered. It is unknown if the victims were affiliated with UC Berkeley.', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ']"
2019-03-04 03:55:00,Advisory,Timely Warning ,"Entered: 4 months, 2 weeks ago",/alert/7150938/,Sexual Assault,Southeast of Stephens Hall,"Stephens Hall, Berkeley, CA 94720, USA","(37.8713614, -122.2575925)",UCPD Case # 19-00585,"['On 3/3/2019 at approximately 11:50 AM, UCPD received a report of a sexual assault. The crime occurred in the area southeast of Stephens Hall by the creek, approximately an hour prior to the time of the report. The male suspect is known by the female survivor. Neither the survivor nor the suspect is affiliated with the campus.', 'The crime is currently under investigation.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Rape and sexual assault are never the fault of the survivor. It is the behavior of the perpetrator that is wrong.', '80% of sexual assault and rapes are perpetrated by someone known to the survivor, and on college campuses 90% of survivors know their attacker.', 'Sexual assault and rape can happen to people in all contexts, including marriage, dating relationships, friendships, child-parent interactions, employer-attendant relationships and stranger interactions.', 'If you are the victim of a sexual assault and wish to file a police report do not shower or wash your clothing worn during the assault.', 'If you have been the victim of a violent crime the following resources are available to you:', 'Office for the Prevention of Harassment and Discrimination (Title IX) – (510) 643-7985', 'PATH to Care Center - Confidential Care Advocate - (510) 643-2005', 'Tang Social Services (510) 642-6074', 'Bay Area Women Against Rape (BAWAR) - 24-hr line (510) 845-RAPE (7273)', 'The Survivor Support Website - http://survivorsupport.berkeley.edu/', 'Gender Equity Resource Center - (510) 643-5727', 'Employee Assistance – (510) - 643-7754', 'ASUC Student Advocate’s Office- (510) 642-6912', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-03-01 02:03:00,Community,Update on Sproul Plaza Assault Case  ,"Entered: 4 months, 3 weeks ago",/alert/7144788/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['Today, an Alameda County Superior Court Judge issued a warrant for the arrest of the suspect in the matter involving a February 19 assault on Sproul Plaza. Zachary Greenberg was arrested by the University of California Police Department (UCPD) on the warrant and booked into jail at 1 p.m. UCPD will formally present the case to the Alameda County District Attorney’s Office for consideration of the filing of criminal charges. Once the matter is presented and reviewed by the District Attorney’s Office, additional information will be made available regarding a charging decision.']"
2019-02-22 01:51:00,Community,UCPD asks the Public's Help to Identify Battery Suspect ,"Entered: 4 months, 4 weeks ago",/alert/7129368/,UPDATE:,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['The University of California Police Department (UCPD) has identified a potential suspect in the violent crime that occurred on February 19th, 2019 on the Sproul Plaza (UCPD case #19-00455). Based on current information available to the department, the suspect is not a student at, or affiliate of the University. This is still an active investigation and to support its efforts to apprehend the suspect, UCPD is encouraging anyone with information regarding this case to contact the UCPD Criminal Investigations Bureau at:(510) 642-0472 / 8AM–5PM / during business hours, except holidays; and(510) 642-6760 / All other times.']"
2019-02-20 01:52:00,Community,UCPD asks the Public's Help to Identify Battery Suspect ,Entered: 5 months ago,/alert/7124962/,UPDATE:,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['The University of California Police Department (UCPD) has identified a potential suspect in the violent crime that occurred on February 19th, 2019 on the Sproul Plaza (UCPD case #19-00455). Based on current information available to the department, the suspect is not a student at, or affiliate of the University. This is still an active investigation and to support its efforts to apprehend the suspect, UCPD is encouraging anyone with information regarding this case to contact the UCPD Criminal Investigations Bureau at:(510) 642-0472 / 8AM–5PM / during business hours, except holidays; and(510) 642-6760 / All other times.']"
2019-02-20 08:17:00,Advisory,Timely Warning ,Entered: 5 months ago,/alert/7124052/,Armed Robbery/ Carjacking,"Grizzly Peak Blvd., north of sign post #14","Grizzly Peak Blvd, Berkeley, CA, USA","(37.890722, -122.2529829)",UCPD Case # 19-00446  ,"['Campus Crime Alerts are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety.', 'On February 18', 'th', "" 2019 at about 10:31pm, UCPD received a report of an armed carjacking/ robbery off of Grizzly Peak Blvd. The Victims stated a firearm was used by one of the suspects during the robbery and the firearm was discharged in the air to gain quick compliance from the victims. One suspect held the firearm while three other suspects assaulted the victims and robbed them of their cell phones and keys to their vehicle. The suspects fled the scene southbound on Grizzly Peak Blvd in the victim's carjacked vehicle and the original suspect vehicle all the suspects arrived in. One of the victim’s received minor injuries during the incident. No victims were UC Berkeley students."", 'UCPD Officers arrived on Grizzly Peak Blvd and started an investigation into the armed robbery and carjacking. UCPD Officers learned the victim’s phone was tracked to a location in the city of Oakland and coordinated with Oakland Police Officers to detain a suspect in the area. UCPD Officers responded to the city of Oakland and conducted a more thorough follow up investigation that resulted in more robbery suspects being detained. Victims of the armed robbery and carjacking later positively identified three detained suspects as involved in the robbery including the suspect who fired the gun in the air.', 'UCPD located and recovered the victim’s vehicle that was taken in the carjacking in the city of Oakland. There is still one outstanding suspect in this robbery case. ', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at ', 'http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If you need help dial 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', 'Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.']"
2019-02-19 04:19:00,Advisory,Public Assistance Needed ,Entered: 5 months ago,/alert/7122534/,Suspicious Circumstance,People’s Park,"People's Park, 2556 Haste St, Berkeley, CA 94704, USA","(37.8658134, -122.2570583)",UCPD Case # 19-00420,"['On Saturday, February 16, 2019 at approximately 2:45 a.m. UCPD received a report of an unconscious female lying on the ground in People’s Park with her clothing askew. The victim was transported to a local hospital. The female does not recall how she came to be in People’s Park and what occurred while she was in park.', 'UCPD is requesting that if you have any information about this incident to please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times']"
2019-02-18 12:40:00,Advisory,Timely Warning ,Entered: 5 months ago,/alert/7119988/,Armed Robbery,Hearst Ave/ La Loma Ave,"Hearst Ave & La Loma Ave, Berkeley, CA 94720, USA","(37.8755164, -122.2568467)",BPD Case # 19-08786,"['City of Berkeley Police Department Jurisdiction', 'On 02/17/2019 at about 07:06 pm a food delivery driver was carjacked via hand gun of his vehicle. The carjacking occurred at the intersection of Hearst Ave and La Loma Ave in the city of Berkeley, near the UC Berkeley Foothill dormitory. The victim was not injured and is not a UC Berkeley student', 'If you have any information about this crime, please contact: ', 'City of Berkeley Police Department', '(510) 981-5900 / 24 Hours', 'UCPD would like to remind the campus community about the following safety tips:', 'Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu', 'Travel with a friend or in a group', 'Be alert and aware of your surroundings', 'When out and about, keep your electronic devices out of public view as they are a popular robbery target', 'If a motor vehicle is involved in a crime report the following information: activity, direction of travel, license plate, color, make/model, unusual characteristics (e.g., dents, bumper stickers, graphics, wheels, tinted windows, lifted/lowered), number of persons, etc.', 'Thiscrimealerthas been released with the joint cooperation of BPD and UCPD. ', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-02-18 12:24:00,Alert,Timely Warning ,Entered: 5 months ago,/alert/7119952/,Sexual Battery,Hillgard Way,"Hilgard Ave, Berkeley, CA 94709, USA","(37.8787806, -122.2597674)",UCPD Case # 19-00433,"['On 2/17/2019 at approximately 3:30 p.m., a female was walking east on Hillgard Way. As she walked, she felt a tug on her coat and a full hand grab of her right buttock. The grab was done over the top of her clothing. The survivor stated that the suspect meticulously moved her coat out of the way in order to complete the crime. The survivor continued to walk on Hillgard Way before looking back for the suspect. When she did look back, the suspect was walking behind her approximately an arm’s length away. The survivor, afraid to turn and confront the suspect, continued to her next destination Dwinelle Hall where she met up with people who she knew. At that point the suspect was no longer behind her. The survivor then went to a local hotel and after discussing it notified UCPD. UCPD received the call at approximately 4:20 p.m. The survivor did not suffer any physical injury and is not a UC affiliate.', 'UCPD units searched the area but were unable to locate the suspect.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'If someone approaches you or touches in an inappropriate manner, try to', '\tget away and call out for help. Dial 911 or activate a Blue Light emergency phone.', 'If you start to feel concerns about a person or a situation, trust your', '\tfeelings and try to remove yourself from the potential threat, even if it', '\tis someone whom you know.', 'For more information on how to protect your child from sexual assault go to this website: https://rainn.org/get-information/sexual-assault-prevention/protecting-a-child-from-sexual-assault', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-02-12 11:13:00,Advisory,Welcome to UCB's and UCPD's communication system. Refer to your campus email for further info. You need not do anything further. ,"Entered: 5 months, 1 week ago",/alert/7108202/,False,False,"Berkeley, CA, USA","(37.8715226, -122.273042)",False,[]
2019-02-12 11:07:00,Advisory,WELCOME TO NIXLE - Community Alert and Notification System ,"Entered: 5 months, 1 week ago",/alert/7108188/,What is NIXLE?," Alerts, Advisories and Community.","Berkeley, CA, USA","(37.8715226, -122.273042)",False,"['UC BERKELEY POLICE DEPARTMENT', 'Welcome- It’s the beginning of a new school semester and you are receiving this email as an introductiontoUC Berkeley’s and UC Berkeley Police Department’s campus and community communication system –NIXLE.', 'Nixleprovides real-time, relevant public safety and service information directlytocommunities, residents and businesses.Nixleintroduced its platformtothe public in 2009 and has since growntosupport over 7,000 public safety and government agencies at the local, county and state level, and over 2,000,000 opt-in users. Messages, delivered by email or text, come in three categories:', 'WarnMe/Alerts', 'involve situations when UCPD would like our campus community and the publictobe aware of situations that require immediate attention, as they will be providing you timely information regarding potential life safety concerns happening on campus.', 'Advisories', 'typically notify recipients about events that could affect their movements around the campus or city of Berkeley.', 'Community', 'messages focus on areas such as crime prevention or events taking place within our local area.', 'What do YOU needtodo?', 'You need not do anything further. You have already been addedtoreceive email communications fromNixle. The quickest methodtoreceive these notifications is via SMS text messages. If you would liketoget SMS text message goto', 'https://warnme.berkeley.', 'edu/', ' and add your cell phone number. If you do not wishtoreceive our messages you can “opt out” via the “unsubscribe” link at the top of this message. By defa ult, members of the UC Berkeley community are subscribedtoreceive Alerts, Advisories and Community messages. For further information aboutNixle, visitNixle.com', 'UCPD has developed a series of Frequently Asked Questions (FAQ) aboutNIXLEand our program that can be reviewed by goingtothe UCPD website home page (', 'http://police.berkeley.edu/', ') and clicking on theNIXLElinks.', 'If you have additional questions that relatetoreceiving UCPD communications fromNixle, please send a messageto', 'police@berkeley.edu', 'and include the keyword “Nixle” in the subject line of your message.']"
2019-02-03 01:13:00,Advisory,Timely Warning ,"Entered: 5 months, 2 weeks ago",/alert/7088382/,Hot Prowl Burglary,University Village Albany,"University Village, Albany, CA 94710, USA","(37.8848903, -122.3010578)",UCPD Case # 19-00298,"['On February 3rd, UCPD received a report of a hot prowl burglary that had occurred the night prior between February 2nd at 11:30 pm and this morning at 7:00 am. The suspect entered an apartment via an unlocked ground floor window and stole two cellular phones. The crime occurred while the residents were sleeping, and the residents were not physically harmed during the incident. The suspect(s) are unknown at this time.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'What is a Hot Prowl Burglary?', 'A “Hot Prowl” is a burglary when a subject enters, or attempts to enter your home while someone is there. A hot prowl burglary is dangerous because of the possible confrontation between the subject and victim.', 'UCPD would like to remind the campus community about the following safety tips:', '- Keep outside doors and windows locked. Place a dowel or stick in a sliding window or door track. Windows are often much less attended to than doors, so check them throughout the home routinely.', '- Install drapes or blinds on all lower level windows and doors to obscure the visibility of expensive items such as cell phones, computers and televisions. ', '- If you feel someone is in the house, and you can leave safely, do so.', '- If you and other members of your family can not leave safely, try and lock yourselves in a bedroom or bathroom. Take the phone or cell phone with you if possible.', '- Call 9-1-1 immediately. If you can’t speak to the dispatcher, leave the phone off the hook – don’t hang up. The dispatcher will send officers out to your location. If you can speak to the dispatcher, tell him/her what you hear, where it is coming from, how many people live in the house, etc. If you see the subject, give a description to the dispatcher. This information will be relayed to officers responding to the scene.', '- Try to avoid a confrontation with the subject if at all possible.', '- Maintain an inventory of your personal items; include the make, model and serial number of each item. Keep this inventory in a safe place. Keep it current by adding the identification numbers of all new items.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-01-28 12:13:00,Advisory,Timely Warning ,"Entered: 5 months, 3 weeks ago",/alert/7074484/,Armed Robbery,"Bowles Hall, UC Berkeley Campus","Bowles Hall, Berkeley, CA 94720, USA","(37.87339960000001, -122.2530226)",UCPD Case #19-00226,"['On January 27th 2019 at approximately 9:36 pm, three UC Berkeley students were located at the basketball court on Bowles Hall property adjacent to Stadium Rim Drive (UC Berkeley campus) when they were approached by a male suspect with a gun. The male suspect robbed two of the UC Berkeley students of a laptop, two cell phones, and money. The male suspect fled in a vehicle that was parked on Stadium Rim Way next to where the robbery took place. No UC Berkeley students were physically harmed during the robbery.', 'If you have any information about this crime, please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472 / 8AM–5PM / during business hours, except holidays', '(510) 642-6760 / All other times', 'UCPD would like to remind the campus community about the following safety tips:', '- Utilize the free Night Safety Services located at http://nightsafety.berkeley.edu ', '- Travel with a friend or in a group', '- Be alert and aware of your surroundings', '- When out and about, keep your electronic devices out of public view as they are a popular robbery target', '- If you need help dial 510-642-3333 on your cell or use a Blue Light emergency phone (located throughout the campus and identified by a blue light on top of the phone box or column).', '- Please do not delay in calling law enforcement. UCPD strongly encourages the reporting of criminal or suspicious activity in a timely manner to assist us in intervening in potential criminal actively and apprehending suspects.', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
2019-01-18 07:01:00,Advisory,Timely Warning ,Entered: 6 months ago,/alert/7054138/,Sexual Assault,In a Campus Residence,"2601 Warring St, Berkeley, CA 94720, USA","(37.8642149, -122.2488818)",UCPD Case # 19-00038,"['Narrative: On 1/6/2019 a student was sexually assaulted in her residence. The suspect is known to the survivor. The suspect and the survivor met earlier in the day at a café located in the south campus. When the café closed, they retreated to the survivor’s nearby residence. Once in the residence, the survivor was sexually assaulted. The survivor did not suffer any major physical injuries.', 'If you have any information about this crime, or if you know about any recent similar incidents please contact:', 'University of California Police Department', 'Criminal Investigation Bureau', '(510) 642-0472', ' / 8AM–5PM / during business hours, except holidays', '(510) 642-6760', ' / All other times', 'UCPD would like to remind the campus community about the following safety tips:', 'Rape and sexual assault are never the fault of the survivor. It is the behavior of the perpetrator that is wrong.', '80% of sexual assault and rapes are perpetrated by someone known to the survivor, and on college campuses 90% of survivors know their attacker.', 'Sexual assault and rape can happen to people in all contexts, including marriage, dating relationships, friendships, child-parent interactions, employer-attendant relationships and stranger interactions.', 'If you are the victim of a sexual assault and wish to file a police report do not shower or wash your clothing worn during the assault.', 'If you have been the victim of a violent crime the following resources are available to', 'you:', 'Office for the Prevention of Harassment and Discrimination (Title IX) – (510) 643-7985', 'PATH to Care Center - Confidential Care Advocate - (510) 643-2005', 'Tang Social Services (510) 642-6074', 'Bay Area Women Against Rape (BAWAR) - 24-hr line (510) 845-RAPE (7273)', 'The Survivor Support Website - http://survivorsupport.berkeley.edu/', 'Gender Equity Resource Center - (510) 643-5727', 'Employee Assistance – (510) - 643-7754', 'ASUC Student Advocate’s Office- (510) 642-6912', 'Clery Timely Warnings are released by the University California Police Department when certain crimes are reported on or near campus property, in compliance with federal law. These timely warnings provide information about campus safety situations, and allow campus community members to take precautions for personal safety. The reported information may not have been investigated or confirmed at the time the issuance of the warning.', '(Physical descriptions of a suspect, including race are included in timely warnings only when they provide several details that might help distinguish the suspect’s appearance from the general population.)']"
